MUNICIPIO|Titulares|NUMERO DECLARACIONES|NUMERO HABITANTES|POSICIONAMIENTO RENTA BRUTA MEDIA NIVEL NACIONAL|POSICIONAMIENTO RENTA BRUTA MEDIA NIVEL AUTONOMICO|RENTA BRUTA MEDIA|RENTA DISPONIBLE MEDIA
 Agrupación municipios pequeños|310|264|682|-|-|27.342|21.585
 Comunidad de Madrid|3.533.094|3.070.376|6.454.440|||32.006|25.203
 Madrid|3.533.094|3.070.376|6.454.440|||32.006|25.203
 Pozuelo de Alarcón|46.063|41.187|84.360|1|1|60.740|44.043
 Boadilla del Monte|25.333|22.538|47.852|3|2|48.743|36.065
 Majadahonda|36.877|32.806|70.359|4|3|47.269|35.254
 Rozas de Madrid, Las|50.752|45.485|92.784|5|4|46.358|34.692
 Alcobendas|57.446|50.103|112.188|7|5|45.737|34.037
 Torrelodones|11.447|10.173|22.838|10|6|44.953|33.721
 Villanueva de la Cañada|8.814|7.602|18.827|13|7|43.257|32.688
 San Agustín del Guadalix|6.128|5.341|12.953|17|8|40.639|30.633
 Tres Cantos|24.726|22.345|42.546|18|9|40.344|30.728
 Venturada|1.073|970|1.968|20|10|40.163|30.675
 Villaviciosa de Odón|15.039|13.146|26.911|23|11|38.089|29.414
 Cobeña|3.567|3.149|6.921|30|12|36.850|28.181
 Paracuellos de Jarama|12.126|10.969|21.718|31|13|36.319|28.272
 Algete|10.757|9.188|20.102|34|14|35.431|27.386
 Hoyo de Manzanares|4.130|3.593|7.834|35|15|35.206|27.424
 Villanueva del Pardillo|8.433|7.467|16.730|38|16|34.970|27.167
 Navacerrada|1.394|1.192|2.862|39|17|34.539|26.924
 Madrid|1.803.521|1.602.358|3.165.235|40|18|34.485|26.905
 Soto del Real|4.341|3.738|8.482|41|19|33.949|26.492
 Valdeolmos|1.889|1.662|3.689|43|20|33.740|26.351
 Galapagar|17.353|15.043|32.380|55|21|32.422|25.579
 Collado Mediano|3.654|3.158|6.780|60|22|31.950|25.078
 Moralzarzal|6.268|5.398|12.321|61|23|31.670|25.058
 San Sebastián de los Reyes|47.566|41.591|83.329|63|24|31.528|24.820
 Valdemorillo|6.786|5.816|12.058|64|25|31.470|24.861
 Alpedrete|7.511|6.534|14.005|66|26|31.333|24.856
 Boalo, El|3.856|3.385|6.982|73|27|30.963|24.586
 Villalbilla|6.982|6.097|11.916|80|28|30.608|24.350
 San Lorenzo de El Escorial|9.154|8.017|18.241|81|29|30.522|24.318
 Molinos, Los|2.338|2.045|4.374|83|30|30.468|23.982
 Rivas|43.264|38.324|80.483|90|31|30.298|24.090
 Colmenar Viejo|25.811|22.484|47.445|95|32|30.044|23.982
 Manzanares el Real|4.391|3.852|8.182|99|33|29.786|23.863
 Becerril de la Sierra|2.949|2.496|5.351|105|34|29.672|23.642
 Escorial, El|8.466|7.321|15.244|111|35|29.475|23.513
 Brunete|5.016|4.253|10.188|113|36|29.455|23.574
 Daganzo de Arriba|5.305|4.628|9.841|121|37|29.188|23.326
 Colmenarejo|4.375|3.735|8.934|123|38|29.120|23.395
 Nuevo Baztán|3.136|2.587|5.959|132|39|28.754|23.030
 Pedrezuela|2.899|2.564|5.119|140|40|28.412|22.807
 Arroyomolinos|13.960|12.403|25.374|141|41|28.411|22.896
 Villar del Olmo|1.030|851|2.085|143|42|28.338|22.557
 Griñón|5.065|4.262|9.928|161|43|27.709|22.293
 Guadarrama|8.334|7.245|15.547|168|44|27.536|22.300
 Miraflores de la Sierra|2.996|2.551|5.890|171|45|27.478|22.005
 Batres|800|678|1.571|188|46|27.161|22.112
 Ajalvir|2.164|1.902|4.339|206|47|26.892|21.736
 Fuente el Saz de Jarama|3.201|2.730|6.409|233|48|26.460|21.414
 Navalafuente|632|542|1.194|251|49|26.281|21.334
 Collado Villalba|31.096|26.656|62.587|261|50|26.185|21.276
 Sevilla la Nueva|4.487|3.909|8.858|263|51|26.152|21.335
 Alcalá de Henares|103.972|86.578|200.768|264|52|26.145|21.379
 Valdemoro|37.772|32.263|72.265|274|53|26.022|21.309
 Guadalix de la Sierra|3.222|2.760|6.057|276|54|26.020|21.118
 Meco|6.896|5.863|13.133|280|55|25.994|21.186
 Quijorna|1.678|1.452|3.221|282|56|25.962|21.245
 Villamantilla|678|590|1.241|294|57|25.870|20.988
 Getafe|96.433|80.569|173.057|305|58|25.712|21.032
 Alcorcón|95.137|80.314|170.336|311|59|25.654|20.995
 Valdetorres de Jarama|2.236|1.855|4.225|313|60|25.613|20.930
 Torrejón de la Calzada|4.121|3.463|7.739|314|61|25.603|20.897
 Aranjuez|28.185|23.390|57.792|317|62|25.580|20.976
 Cercedilla|3.477|3.064|6.831|319|63|25.558|20.722
 Pinto|26.075|22.086|47.594|320|64|25.540|20.927
 Camarma de Esteruelas|3.694|3.103|7.048|335|65|25.349|20.953
 Cubas de la Sagra|2.822|2.384|5.738|336|66|25.334|20.891
 Bustarviejo|1.267|1.109|2.348|342|67|25.267|20.537
 Velilla de San Antonio|6.464|5.439|12.334|363|68|25.090|20.500
 Serranillos del Valle|2.084|1.739|3.957|374|69|25.010|20.634
 Coslada|45.889|38.234|88.847|395|70|24.828|20.386
 Robledo de Chavela|1.914|1.586|4.037|434|71|24.534|20.123
 Fresno de Torote|1.055|900|2.020|443|72|24.484|20.219
 Navalcarnero|13.563|11.433|26.364|447|73|24.469|20.189
 Cabrera, La|1.256|1.091|2.590|480|74|24.219|19.876
 Talamanca de Jarama|1.783|1.556|3.267|489|75|24.165|19.675
 Zarzalejo|757|633|1.583|494|76|24.112|20.040
 Loeches|4.403|3.710|8.159|496|77|24.099|19.984
 Molar, El|3.909|3.340|7.983|497|78|24.097|19.865
 Navalagamella|1.081|909|2.465|503|79|24.070|19.961
 San Fernando de Henares|21.634|18.132|40.781|511|80|24.018|19.780
 Santos de la Humosa, Los|1.331|1.114|2.445|512|81|24.013|19.910
 Colmenar del Arroyo|735|626|1.581|535|82|23.849|19.700
 Torrejón de Velasco|2.206|1.804|4.195|538|83|23.839|19.918
 Moraleja de Enmedio|2.646|2.174|5.032|570|84|23.669|19.667
 Torrejón de Ardoz|65.073|55.100|126.878|571|85|23.667|19.585
 Leganés|104.126|86.199|186.696|588|86|23.558|19.548
 Chapinería|1.040|860|2.140|592|87|23.517|19.262
 Campo Real|3.153|2.606|5.775|610|88|23.351|19.386
 Villanueva de Perales|751|632|1.445|618|89|23.283|19.349
 Rascafría|851|703|1.798|648|90|23.136|19.041
 Buitrago del Lozoya|959|824|1.952|650|91|23.126|19.220
 Valdeavero|811|680|1.475|661|92|23.016|19.328
 Arganda del Rey|27.260|22.734|55.307|670|93|22.972|19.113
 Torres de la Alameda|3.858|3.179|7.939|678|94|22.943|19.135
 Móstoles|109.974|91.059|205.712|682|95|22.928|19.060
 Vellón, El|915|769|1.814|723|96|22.682|19.040
 Anchuelo|659|552|1.211|730|97|22.640|18.798
 Torrelaguna|2.248|1.917|4.828|733|98|22.627|18.879
 Casarrubuelos|1.834|1.528|3.460|744|99|22.558|18.891
 Ciempozuelos|10.851|9.213|23.739|792|100|22.255|18.608
 Mejorada del Campo|11.654|9.577|22.763|811|101|22.116|18.533
 Pozuelo del Rey|627|539|1.092|827|102|22.035|18.459
 San Martín de la Vega|8.837|7.281|19.092|841|103|21.941|18.411
 Alamo, El|4.269|3.480|8.929|866|104|21.780|18.244
 Villamanta|1.213|973|2.507|870|105|21.774|18.148
 Fresnedillas de la Oliva|703|573|1.545|920|106|21.503|18.154
 Aldea del Fresno|1.037|858|2.528|951|107|21.300|17.879
 Fuenlabrada|101.992|82.939|195.864|959|108|21.286|17.832
 Morata de Tajuña|3.700|2.931|7.452|964|109|21.268|17.993
 Pelayos de la Presa|1.034|829|2.502|974|110|21.222|17.871
 Titulcia|628|520|1.261|990|111|21.163|17.731
 Parla|57.545|47.229|125.323|1.007|112|21.037|17.772
 Humanes de Madrid|9.566|7.880|19.404|1.044|113|20.781|17.593
 Santa María de la Alameda|648|531|1.212|1.053|114|20.737|17.377
 Navas del Rey|1.147|919|2.640|1.057|115|20.718|17.606
 San Martín de Valdeiglesias|3.920|3.201|8.516|1.068|116|20.667|17.371
 Lozoyuela|607|492|1.196|1.069|117|20.662|17.335
 Carabaña|992|799|1.978|1.153|118|20.260|17.286
 Perales de Tajuña|1.403|1.125|2.945|1.179|119|20.130|17.063
 Villarejo de Salvanés|3.847|3.036|7.301|1.180|120|20.128|17.114
 Chinchón|2.675|2.180|5.447|1.211|121|19.959|16.925
 Villa del Prado|3.004|2.461|6.506|1.272|122|19.693|16.761
 Orusco de Tajuña|579|463|1.283|1.278|123|19.660|16.858
 Valdilecha|1.347|1.077|2.852|1.315|124|19.480|16.607
 Belmonte de Tajo|898|732|1.591|1.341|125|19.353|16.695
 Colmenar de Oreja|4.290|3.258|8.409|1.400|126|19.082|16.418
 Fuentidueña de Tajo|976|774|2.026|1.435|127|18.900|16.178
 Tielmes|1.232|1.011|2.617|1.472|128|18.745|16.039
 Estremera|560|444|1.410|1.508|129|18.560|16.143
 Cadalso de los Vidrios|1.306|1.018|2.760|1.569|130|18.283|15.618
 Villaconejos|1.717|1.324|3.447|1.980|131|16.633|14.600
 Cenicientos|905|699|2.073|2.001|132|16.566|14.486
 Agrupación municipios pequeños|8.797|7.336|18.694|-|-|22.026|18.375
 Región de Murcia|701.104|572.813|1.466.818|||21.418|17.905
 Murcia|701.104|572.813|1.466.818|||21.418|17.905
 Molina de Segura|33.329|27.509|68.775|367|1|25.054|20.348
 Murcia|215.202|179.714|439.712|394|2|24.840|20.347
 Cartagena|106.303|83.954|216.451|563|3|23.704|19.666
 San Javier|14.593|11.970|31.988|736|4|22.606|18.771
 Alcantarilla|18.127|14.445|40.907|1.032|5|20.874|17.656
 Torres de Cotillas, Las|9.657|7.736|21.404|1.033|6|20.872|17.491
 Alhama de Murcia|10.458|8.728|21.298|1.191|7|20.066|16.815
 Alcázares, Los|6.488|5.368|15.735|1.303|8|19.529|16.578
 Unión, La|8.820|6.802|19.452|1.322|9|19.443|16.645
 Caravaca de la Cruz|12.279|9.671|26.280|1.395|10|19.129|16.259
 San Pedro del Pinatar|10.028|8.112|24.091|1.419|11|18.998|16.238
 Santomera|7.327|5.983|15.860|1.517|12|18.517|15.861
 Ceutí|4.985|4.026|11.035|1.519|13|18.514|15.864
 Lorca|45.129|37.133|91.759|1.521|14|18.512|15.752
 Lorquí|3.134|2.483|6.948|1.550|15|18.395|15.886
 Alguazas|3.966|3.196|9.593|1.581|16|18.223|15.681
 Aguilas|15.966|13.362|34.632|1.614|17|18.114|15.402
 Archena|8.423|6.794|18.570|1.618|18|18.096|15.633
 Librilla|2.678|2.185|4.900|1.658|19|17.923|15.587
 Villanueva del Río Segura|1.153|960|2.444|1.687|20|17.805|15.410
 Torre|16.530|13.573|34.151|1.698|21|17.773|15.166
 Cieza|17.331|14.387|35.064|1.729|22|17.638|15.255
 Yecla|17.170|13.691|34.130|1.765|23|17.462|15.097
 Jumilla|11.645|9.285|25.476|1.776|24|17.426|15.060
 Fuente Alamo de Murcia|7.083|5.805|16.338|1.850|25|17.093|14.722
 Totana|14.858|12.627|30.669|1.861|26|17.053|14.662
 Pliego|2.193|1.624|3.937|1.865|27|17.041|14.825
 Abanilla|2.971|2.382|6.435|1.879|28|16.974|14.922
 Cehegín|7.220|5.446|15.955|1.911|29|16.859|14.682
 Puerto Lumbreras|7.150|5.972|14.610|1.936|30|16.798|14.518
 Mula|8.435|6.749|17.008|1.973|31|16.652|14.333
 Abarán|6.589|5.632|13.086|2.036|32|16.448|14.266
 Ricote|720|576|1.398|2.058|33|16.372|14.510
 Bullas|6.357|4.945|12.061|2.078|34|16.314|14.275
 Calasparra|5.250|4.138|10.527|2.087|35|16.285|14.282
 Mazarrón|13.391|11.255|32.718|2.099|36|16.246|14.082
 Beniel|4.339|3.448|11.112|2.112|37|16.207|14.197
 Fortuna|3.799|3.011|9.714|2.202|38|15.822|13.828
 Blanca|3.122|2.550|6.477|2.252|39|15.607|13.768
 Campos del Río|989|828|2.100|2.345|40|15.225|13.591
 Moratalla|4.265|3.417|8.219|2.537|41|14.522|12.893
 Albudeite|569|463|1.383|2.674|42|13.973|12.706
 Agrupación municipios pequeños|1.083|878|2.416|-|-|16.457|14.397
 La Rioja|189.078|161.966|318.985|||23.037|19.134
 Rioja, La|189.078|161.966|318.985|||23.037|19.134
 Lardero|5.918|5.187|9.306|153|1|27.997|22.494
 Logroño|92.151|80.086|151.962|310|2|25.658|21.023
 Villamediana de Iregua|4.724|4.204|7.585|753|3|22.473|18.693
 Navarrete|1.789|1.505|2.955|815|4|22.094|18.468
 Haro|6.909|5.782|11.536|836|5|21.956|18.372
 Fuenmayor|1.856|1.587|3.156|855|6|21.877|18.548
 Alfaro|6.028|5.055|9.688|958|7|21.287|17.911
 Calahorra|13.428|11.446|24.202|999|8|21.096|17.672
 Albelda de Iregua|1.764|1.503|3.269|1.009|9|21.029|17.590
 Santo Domingo de la Calzada|3.914|3.295|6.520|1.014|10|21.003|17.695
 Alberite|1.467|1.224|2.562|1.082|11|20.595|17.381
 Agoncillo|607|509|1.173|1.097|12|20.525|17.517
 Ezcaray|1.185|996|2.046|1.120|13|20.408|17.138
 Nájera|5.036|4.121|8.268|1.161|14|20.222|17.067
 Cenicero|1.239|1.047|2.054|1.224|15|19.915|16.968
 Murillo de Río Leza|971|816|1.709|1.277|16|19.661|16.769
 Arnedo|8.535|7.292|14.551|1.292|17|19.581|16.591
 Casalarreina|633|530|1.187|1.294|18|19.576|16.670
 Baños de Río Tobía|985|793|1.642|1.386|19|19.156|16.357
 Entrena|911|740|1.541|1.455|20|18.815|16.146
 Autol|2.407|2.038|4.367|1.558|21|18.347|15.780
 San Vicente de la Sonsierra|642|531|1.037|1.679|22|17.829|15.450
 Rincón de Soto|2.084|1.789|3.755|1.716|23|17.705|15.277
 Aldeanueva de Ebro|1.648|1.374|2.803|1.719|24|17.702|15.384
 Cervera del Río Alhama|1.464|1.227|2.510|1.847|25|17.102|15.018
 Pradejón|2.129|1.818|4.051|1.854|26|17.086|14.913
 San Asensio|788|643|1.190|1.916|27|16.848|14.827
 Quel|1.213|1.004|2.027|1.961|28|16.692|14.606
 Ribafrecha|598|496|1.013|2.031|29|16.461|14.509
 Agrupación municipios pequeños|16.055|13.328|29.320|-|-|18.207|15.728
 Comunidad Valenciana|2.543.172|2.130.424|5.000.172|||21.945|18.217
 Alicante/Alacant|844.289|701.293|1.868.438|||20.457|17.156
 Sant Joan Alacant|12.190|10.540|22.804|227|10|26.588|21.554
 Campello, el|12.904|11.059|27.081|292|13|25.876|20.986
 Alicante/Alacant|155.349|132.334|332.067|337|16|25.331|20.710
 Mutxamel|11.911|10.082|24.232|468|23|24.308|19.955
 Dénia|19.906|16.898|41.672|881|44|21.719|17.997
 Jávea/Xàbia|11.747|9.701|29.067|909|46|21.590|17.940
 Alfàs del Pi, l|7.403|6.325|21.357|919|51|21.515|17.981
 Novelda|13.095|10.540|26.292|929|53|21.442|17.833
 Altea|9.881|8.297|22.518|976|59|21.206|17.732
 Finestrat|2.348|2.086|6.265|985|62|21.185|17.854
 San Vicente del Raspeig/Sant Vicent del Raspeig|28.601|23.573|55.946|989|63|21.164|17.834
 Alcoy/Alcoi|31.403|26.217|59.675|994|64|21.144|17.691
 Santa Pola|14.036|11.574|31.529|1.027|68|20.893|17.540
 Tibi|882|740|1.657|1.058|72|20.709|17.335
 Guardamar del Segura|6.221|5.155|15.599|1.116|83|20.415|17.108
 Nucia, la|7.520|6.478|20.029|1.146|87|20.290|17.107
 Benidorm|28.332|24.266|69.010|1.154|88|20.260|17.123
 Ibi|12.651|10.195|23.456|1.158|91|20.237|16.982
 Villajoyosa/Vila Joiosa, la|15.344|13.089|33.951|1.170|92|20.180|17.046
 Cocentaina|6.144|4.950|11.519|1.240|102|19.835|16.658
 Calp|9.016|7.599|22.437|1.244|104|19.802|16.803
 Banyeres de Mariola|3.890|3.145|7.174|1.257|107|19.756|16.685
 Teulada|4.855|4.011|11.824|1.300|114|19.551|16.556
 Jijona/Xixona|3.836|3.482|7.226|1.337|121|19.374|16.305
 Busot|1.283|1.059|3.138|1.346|124|19.322|16.374
 Pilar de la Horadada|8.348|6.990|21.588|1.347|125|19.319|16.371
 Gata de Gorgos|2.777|2.242|5.985|1.366|130|19.252|16.214
 Muro de Alcoy|4.933|3.933|9.114|1.383|134|19.173|16.248
 Benissa|5.156|4.248|11.572|1.402|137|19.053|16.149
 Poblets, els|1.125|948|3.350|1.415|140|19.005|16.078
 Polop|1.950|1.660|4.313|1.418|141|19.000|16.330
 Biar|2.203|1.813|3.670|1.446|145|18.844|15.966
 Elche/Elx|105.827|86.367|228.647|1.450|147|18.831|15.909
 Torrevieja|28.859|23.948|91.415|1.468|151|18.753|15.946
 Orihuela|33.586|27.809|83.417|1.486|157|18.673|15.819
 Algueña|763|599|1.457|1.492|159|18.624|16.007
 Pedreguer|3.713|3.057|7.438|1.552|168|18.379|15.611
 Villena|17.335|14.067|34.530|1.562|171|18.320|15.646
 Pinós, el/Pinoso|3.573|2.769|7.663|1.611|182|18.122|15.473
 Onil|4.239|3.517|7.565|1.624|183|18.078|15.436
 Castalla|5.433|4.341|10.143|1.661|189|17.911|15.306
 Monforte del Cid|3.893|3.248|7.658|1.674|191|17.864|15.245
 Benitachell/Poble Nou de Benitatxell, el|1.786|1.473|4.659|1.689|193|17.803|15.269
 Cañada|705|555|1.242|1.723|200|17.671|15.194
 Benferri|871|719|1.910|1.743|203|17.569|15.279
 Beniarbeig|898|755|1.859|1.744|204|17.565|15.065
 Almoradí|8.453|6.773|19.992|1.788|212|17.377|14.791
 Elda|24.366|20.180|53.540|1.803|215|17.326|14.769
 Beneixama|1.044|880|1.738|1.804|216|17.320|14.929
 Petrer|17.215|13.961|34.754|1.806|217|17.313|14.760
 Aspe|9.570|7.671|20.248|1.813|218|17.283|14.840
 Benidoleig|556|460|1.189|1.821|219|17.244|14.871
 Callosa de Segura|8.352|6.743|18.079|1.827|220|17.202|14.775
 Crevillent|12.744|9.967|28.328|1.829|221|17.193|14.822
 Xaló|1.263|1.058|2.793|1.863|228|17.047|14.710
 Sax|4.703|3.709|9.741|1.899|234|16.904|14.568
 Cox|3.464|2.772|7.188|1.900|235|16.898|14.476
 Orba|1.043|876|2.216|1.903|236|16.887|14.579
 Albatera|5.689|4.547|11.767|1.906|237|16.876|14.551
 Monóvar/Monòver|5.691|4.622|12.460|1.912|239|16.851|14.537
 Verger, el|2.079|1.765|4.688|1.923|241|16.827|14.446
 Pego|5.789|4.777|10.144|1.932|243|16.806|14.446
 Ondara|3.131|2.596|6.632|1.948|245|16.737|14.353
 Romana, la|1.097|846|2.465|1.953|247|16.726|14.505
 Callosa en Sarrià|3.589|3.005|7.370|1.978|248|16.640|14.297
 Llíber|371|301|1.080|2.000|253|16.566|14.496
 San Isidro|865|697|1.891|2.014|254|16.521|14.362
 Granja de Rocamora|1.143|924|2.417|2.015|255|16.515|14.411
 Agost|2.274|1.881|4.752|2.016|256|16.515|14.213
 San Miguel de Salinas|2.394|1.957|6.911|2.066|262|16.340|14.167
 Jacarilla|955|753|1.947|2.090|266|16.276|14.131
 Rojales|5.777|4.871|18.824|2.094|267|16.260|14.089
 Bigastro|3.102|2.555|6.762|2.141|275|16.090|13.884
 Fondó de les Neus, el/Hondón de las Nieves|1.113|888|2.632|2.164|281|15.995|13.881
 Relleu|393|335|1.258|2.171|282|15.953|13.763
 Daya Nueva|741|597|1.765|2.174|283|15.938|13.879
 Alcalalí|667|544|1.350|2.196|287|15.844|13.974
 Montesinos, Los|1.984|1.673|4.966|2.198|288|15.836|13.705
 Benejúzar|2.479|1.977|5.394|2.235|290|15.711|13.646
 Redován|3.505|2.805|7.623|2.272|293|15.519|13.546
 Benijófar|1.232|997|3.791|2.294|296|15.420|13.420
 Catral|3.591|2.902|8.663|2.340|301|15.240|13.391
 Parcent|456|371|1.020|2.351|302|15.198|13.372
 Dolores|3.098|2.435|7.237|2.364|304|15.160|13.273
 Rafal|1.929|1.579|4.138|2.373|305|15.122|13.243
 Formentera del Segura|1.609|1.286|4.211|2.391|306|15.043|13.183
 Salinas|746|602|1.583|2.494|314|14.717|12.957
 Beniarrés|698|547|1.254|2.507|315|14.639|13.048
 Hondón de los Frailes|465|360|1.095|2.556|316|14.451|12.966
 San Fulgencio|3.422|2.851|9.237|2.562|318|14.431|12.877
 Algorfa|1.210|974|3.799|2.603|319|14.274|12.647
 Agrupación municipios pequeños|9.511|7.970|20.786|-|-|16.691|14.543
 Castellón/Castelló|320.295|271.814|587.508|||21.437|17.792
 Benicasim/Benicàssim|9.847|8.586|18.233|72|5|31.055|24.484
 Castellón de la Plana/Castelló de la Plana|95.254|81.241|173.841|449|21|24.454|19.934
 Alcora, l|6.264|5.030|10.672|460|22|24.372|19.842
 Borriol|2.965|2.521|5.209|479|24|24.219|19.653
 Pobla Tornesa, la|616|529|1.172|673|33|22.963|18.977
 Ribesalbes|676|543|1.265|840|39|21.946|18.020
 Vila|27.565|23.046|50.755|846|42|21.911|18.091
 Oropesa del Mar/Orpesa|4.476|3.826|9.625|853|43|21.882|18.053
 Vilafamés|1.046|891|1.912|916|49|21.528|17.770
 Onda|13.797|11.293|25.228|946|56|21.317|17.696
 Almazora/Almassora|13.649|11.543|25.566|1.077|74|20.606|17.265
 Borriana/Burriana|18.092|15.349|34.783|1.113|82|20.419|17.064
 Sant Joan de Moró|1.712|1.406|3.045|1.157|90|20.248|17.044
 Vinaròs|15.055|12.702|28.337|1.197|94|20.051|16.905
 Moncofa|3.735|3.252|6.339|1.200|95|20.031|16.748
 Lucena del Cid|837|702|1.417|1.288|110|19.600|16.663
 Alquerías del Niño Perdido|2.718|2.379|4.423|1.318|118|19.451|16.297
 Segorbe|5.315|4.443|9.233|1.343|123|19.330|16.319
 Nules|7.972|6.927|13.456|1.362|128|19.267|16.179
 Almenara|3.490|3.108|6.123|1.384|135|19.163|16.137
 Benicarló|14.054|11.980|26.521|1.406|138|19.037|16.132
 Peníscola/Peñíscola|3.569|3.102|7.457|1.426|143|18.954|16.133
 Viver|880|713|1.594|1.447|146|18.843|16.175
 Morella|1.563|1.404|2.638|1.483|156|18.706|15.909
 Betxí|3.509|3.069|5.770|1.522|162|18.512|15.632
 Vall Alba|1.401|1.159|2.873|1.582|175|18.221|15.490
 Vall Uixó, la|17.970|15.038|31.828|1.586|176|18.215|15.455
 Sant Jordi/San Jorge|483|403|1.078|1.590|178|18.207|15.615
 Artana|1.259|1.131|1.994|1.600|179|18.150|15.110
 Soneja|892|726|1.489|1.602|180|18.142|15.674
 Jérica|905|772|1.621|1.654|187|17.960|15.476
 Chilches/Xilxes|1.644|1.471|2.853|1.668|190|17.887|15.251
 Atzeneta del Maestrat|764|654|1.321|1.757|207|17.498|14.911
 Benasal|696|585|1.162|1.767|210|17.457|15.029
 Cabanes|1.515|1.293|2.985|1.801|214|17.328|15.011
 Sant Mateu|1.155|992|2.031|1.841|224|17.127|14.867
 Alcalà de Xivert|3.691|3.160|7.233|1.875|231|16.984|14.554
 Altura|2.090|1.640|3.670|1.952|246|16.729|14.544
 Coves de Vinromà, les|1.108|941|1.910|2.021|259|16.503|14.395
 Vilavella, la|2.180|1.887|3.273|2.063|261|16.355|14.175
 Benlloch|542|473|1.153|2.100|269|16.244|14.083
 Càlig|1.141|945|2.080|2.107|270|16.212|14.116
 Albocàsser|748|642|1.351|2.148|279|16.066|14.124
 Torreblanca|2.928|2.476|5.520|2.179|284|15.917|13.869
 Villafranca del Cid/Vilafranca|1.307|1.202|2.352|2.251|291|15.609|13.676
 Sierra Engarcerán|504|422|1.031|2.282|294|15.464|13.375
 Rossell|534|448|1.041|2.407|307|14.996|13.176
 Traiguera|832|720|1.531|2.409|308|14.991|13.242
 Agrupación municipios pequeños|15.350|13.049|29.514|-|-|16.483|14.386
 Valencia/València|1.378.588|1.157.317|2.544.226|||22.967|18.960
 Rocafort|3.562|3.112|6.819|19|1|40.314|30.741
 Godella|6.488|5.617|13.125|44|2|33.651|26.166
 Eliana, l|9.156|7.804|17.501|56|3|32.304|25.362
 Bétera|12.404|10.520|21.846|69|4|31.268|24.366
 Canet En Berenguer|3.596|3.109|6.296|79|6|30.740|24.486
 San Antonio de Benagéber|4.410|3.866|7.676|86|7|30.390|24.168
 Alboraya|13.046|11.304|23.572|149|8|28.150|22.600
 Valencia|434.049|373.696|786.424|195|9|27.046|21.854
 Puçol|11.110|9.407|19.341|239|11|26.403|21.127
 Puig de Santa Maria, el|4.856|4.172|8.883|284|12|25.941|20.914
 Náquera|3.584|3.043|6.129|312|14|25.631|20.830
 Serra|1.645|1.390|3.233|325|15|25.483|20.626
 Chiva|8.013|6.728|15.029|339|17|25.304|20.317
 Riba|11.328|9.432|21.499|384|18|24.945|20.264
 Gilet|1.931|1.596|3.327|388|19|24.925|20.518
 Paterna|35.060|29.649|67.156|398|20|24.808|20.232
 Picanya|6.066|5.090|11.109|525|25|23.931|19.661
 Pobla de Farnals, la|4.380|3.722|7.790|530|26|23.879|19.641
 Pobla de Vallbona, la|12.502|10.534|22.730|537|27|23.844|19.567
 Benirredrà|747|644|1.639|556|28|23.721|19.439
 Sagunto/Sagunt|36.480|30.270|65.003|576|29|23.643|19.648
 Albalat dels Tarongers|625|528|1.163|580|30|23.631|19.569
 Massalfassar|1.506|1.321|2.475|602|31|23.437|19.193
 Almussafes|4.920|4.227|8.744|615|32|23.296|19.263
 Siete Aguas|606|476|1.322|717|34|22.720|19.058
 Almàssera|4.111|3.426|7.293|724|35|22.682|18.895
 Beniparrell|1.109|918|1.956|759|36|22.442|18.852
 Torrent|39.893|32.304|80.551|814|37|22.104|18.447
 Foios|4.134|3.549|7.094|822|38|22.064|18.361
 Buñol|5.391|4.278|9.835|843|40|21.918|18.450
 Daimús|1.848|1.597|3.062|845|41|21.912|18.263
 Catarroja|14.642|12.149|27.478|896|45|21.662|18.105
 Xàtiva|15.087|12.425|29.343|914|47|21.543|17.890
 Massanassa|5.104|4.249|9.149|915|48|21.536|18.009
 Estivella|764|668|1.387|918|50|21.519|18.077
 Albalat dels Sorells|2.210|1.865|3.937|928|52|21.447|17.828
 Moncada|11.215|9.279|21.906|939|54|21.368|17.867
 Meliana|6.001|5.058|10.612|943|55|21.341|17.849
 Olocau|1.312|1.106|1.628|953|57|21.297|17.826
 Tavernes Blanques|4.813|3.973|9.288|954|58|21.295|17.851
 Picassent|10.764|8.988|20.393|981|60|21.192|17.682
 Loriguilla|1.068|913|1.879|984|61|21.187|17.816
 Mislata|23.427|19.268|43.281|998|65|21.108|17.735
 Vinalesa|1.949|1.720|3.244|1.006|66|21.042|17.651
 Benifaió|7.056|5.920|11.819|1.015|67|20.992|17.517
 Paiporta|13.629|11.318|24.810|1.036|69|20.849|17.527
 Rafelbunyol|4.952|4.192|8.826|1.037|70|20.840|17.542
 Sedaví|5.399|4.410|10.183|1.055|71|20.732|17.427
 Albuixech|2.184|1.838|3.920|1.064|73|20.681|17.324
 Bonrepòs i Mirambell|2.008|1.733|3.507|1.078|75|20.603|17.318
 Museros|3.467|2.954|6.326|1.079|76|20.603|17.389
 Alzira|23.743|20.052|44.518|1.083|77|20.594|17.251
 Llíria|11.812|9.776|23.261|1.103|78|20.463|17.222
 Cofrentes|486|426|1.050|1.105|79|20.457|17.143
 Alfara del Patriarca|1.766|1.520|3.219|1.106|80|20.446|17.226
 Silla|10.156|8.333|18.644|1.109|81|20.435|17.277
 Albaida|3.236|2.642|6.031|1.131|84|20.361|16.929
 Sueca|16.228|13.251|28.311|1.137|85|20.323|16.972
 Alborache|600|491|1.185|1.144|86|20.294|17.018
 Gandia|37.119|31.315|76.497|1.156|89|20.249|17.003
